"MfgCode","MfgName"
"1874","Object Planet, Inc."
"1875","Active Data Recovery Software"
"1876","PearlMountain Technology Co.,Ltd"
"1877","Katsura Shareware"
"1878","duPont do Nomours and Company"
"1879","Canisbos Computing"
"188","CogniTech Corp."
"1880","Em Software"
"1881","Mint Software"
"1882","Videokv"
"1883","Elgorithms"
"1884","Phillippe Querrec"
"1885","FMJ Software"
"1886","WiseCleaner"
"1887","SeaApple Software"
"1888","Pagico Software, Inc."
"1889","PhotoInstrument"
"189","Colin Laplace"
"1890","Sothink"
"1891","Apparent Software"
"1892","MacItBetter"
"1893","OakTree Software"
"1894","Project Wizards"
"1895","TRI-EDRE"
"1896","AlpineSoft"
"1897","Alexander Yarovy"
"1898","Autobaup"
"1899","UMAX Technologies, Incorporated"
"19","ATI Technologies Inc."
"190","College PowerPrep"
"1900","Evergreen Technologies, Inc."
"1901","High Point Tech"
"1902","PatchLink Corporation"
"1903","iWesoft Corporation"
"1904","Mac Media"
"1905","Branox"
"1906","PGWARE LLC."
"1907","Steffen Heldt"
"1908","HalfPriceSoft"
"1909","Zachary Systems"
"191","Colorado Memory Systems"
"1910","Gero Herrman"
"1911","Brian Hamilton & FFS.net"
"1912","Simply Super Software"
"1913","MFK Solutions"
"1914","Softbe Inc."
"1915","ISI ResearchSoft"
"1916","2BrightSparks"
"1917","Global Information Technology Limited "
"1918","AceTools.biz"
"1919","Mcgraphix"
"192","Colorado Memory Systems,Inc"
"1920","AngelSystems.net"
"1921","ALGwarez"
"1922","TrueCrypt Foundation"
"1923","Cerulean Studios"
"1924","WinRAR"
"1925","Ethereal, Inc."
"1926","Wireshark Foundation"
"1927","South Wind Technologies"
"1928","Nuclear Coffee Software"
"1929","Rage Software"
"193","Colorific"
"1930","Passcape Software"
"1931","GIMP"
"1932","CentOS Project "
"1933","Evenflow"
"1934","GEUP.net"
"1935","Zevrix Solutions"
"1936","Wooden Brain Concepts"
"1937","Fortora"
"1938","Ondesoft"
"1939","Bauer Software Designs"
"194","Communique Laboratory Inc."
"1940","AAR Innovations"
"1941","Fast Reports Inc."
"1942","Enrique Nicloud "
"1943","Techior Solutions"
"1944","Soft Sphere Technologies"
"1945","WinCatalog"
"1946","Agena"
"1947","Mike Piontek"
"1948","InterCrypto"
"1949","Tixati  Software"
"195","CompCore Multimedia, Inc."
"1950","WinRecovery Software"
"1951","Cendarsoft"
"1952","Kovid Goyal"
"1953","Canon"
"1954","Fujifilm"
"1955","Kodak"
"1956","CodeLine"
"1957","Soft-o"
"1958","Tigzy"
"1959","Salfeld"
"196","CompUSA"
"1960","Virus Buster"
"1961","Snail Games, Inc."
"1962","Electronics For Imaging, Inc."
"1963","Growthink, Inc. "
"1964","Binisoft"
"1965","Ufasoft"
"1966","Unmarked Software, LLC"
"1967","The MalcolmHardie Company"
"1968","Secure Mac"
"1969","YouTubeHunter"
"197","Compaq"
"1970","Sykes & Sykes "
"1971","LmhSoft"
"1972","SMLME"
"1973","PortableApps"
"1974","Calf Software"
"1975","DeskShare"
"1976","Bertavision"
"1977","Cybertron Software Co., Ltd"
"1978","Mojang"
"1979","Click Studios"
"198","Complete Manufacturing Solutions"
"1980","Scandium Security"
"1981","Comodo"
"1982","Yuri Saprykin"
"1983","TorchSoft"
"1984","Kephyr"
"1985","Hamrick Software"
"1986","Devsoft"
"1987","Small Business Friendly"
"1988","Hidetools"
"1989","Bensoftware"
"199","Comptons NewMedia, Inc."
"1990","Sheep Systems"
"1991","Digital Photo Software "
"1992","Seal Path Technologies S.L."
"1993","Adminsoft Ltd."
"1994","Soft-net"
"1995","NSASOFT LLC"
"1996","Pubblog"
"1997","Desksoft"
"1998","VBConversions"
"1999","Xplode"
"1stInterl","First International Computer Inc."
"2","3Com"
"20","ATM"
"200","CompuAdd Inc."
"2000","Piano Marvel"
"2001","Miranda IM"
"2002","Synchrimedia"
"2003","Advanced Registry Clear"
"2004","SmartSoft, Ltd"
"2005","7tech"
"2006","Masters ITC Software"
"2007","Estimator Team"
"2008","Madowsoft"
"2009","Trans-Tex Software"
"201","CompuServe Inc."
"2010","Dibomedia"
"2011","ESS International Corporation"
"2012","MAG Interactive"
"2013","Pyrosphere"
"2014","Chair Entertainment Group"
"2015","Robert Szeleney"
"2016","7twenty7 LLC"
"2017","The Pokemon Company International LLC"
"2018","Jessie Tao"
"2019","AMC Network Entertainment LLC"
"202","CompuWare Corp."
"2020","Kickstarter, Inc."
"2021","Sanrio Digital Europe"
"2022","Picsel UK Ltd"
"2023","Internal Revenue Service"
"2024","Kun Yang"
"2025","Poshmark, Inc."
"2026","MyFitnessPal LLc"
"2027","Cardinal Blue Software, Inc"
"2028","Cheat Master And Friends Words Cheats LLC"
"2029","Swiss Academic Software"
"203","Compudyne"
"2030","MiShell Software Systems"
"2031","Musitek Corporation"
"2032","Maximum Games"
"2033","123 CopyDVD"
"2034","MegaPAK"
"2035","Project Software & Development, Inc."
"2036","G-Tech"
"2037","RuggedCom"
"2038","InfiniDyne"
"2039","Safety Software, Inc."
"204","Computer"
"2040","Environmental Support Solutions"
"2041","Cimmetry Systems Inc."
"2042","I.S.S. Ltd."
"2043","3Dlabs, Inc."
"2044","Total Training, Inc."
"2045","Systat Software Inc."
"2046","ARM Limited"
"2047","Ministry of Information and Communication Republic of Korea"
"2048","Kyocera"
"2049","Cygnacom Solutions"
"205","Computer Associates"
"2050","Dennis Publishing Limited"
"2051","Tekla Corporation"
"2052","Hart InterCivic Inc."
"206","Computer Associates International Inc."
"207","Computer Graphic Service Ltd."
"208","Computer Literacy"
"209","Concentric Data Systems Inc."
"21","Abbyy USA Software House Inc."
"210","Connectix Corporation"
"211","Conner Peripherals Inc."
"212","Contact Plus Corporation"
"213","Core Publishing Inc."
"214","Corel Corporation"
"215","Corex"
"216","Cosmi Corporation"
"217","Creative Labs Inc."
"218","Creative Multimedia Corporation"
"219","Creative Technologies Ltd."
"22","Abelbeck Software"
"220","Creative Wonders"
"221","Crescent Software Inc"
"222","Cryptic Studios"
"223","CrystalGraphics Inc."
"224","Curious Labs Inc."
"225","CursorArts Company"
"226","Cutting Edge Software Inc."
"227","Cyber-Ark"
"228","CyberMedia Inc"
"229","CyberPath Inc."
"23","Absoft Corporation"
"230","CyberResearch Inc."
"231","Cyberlink"
"232","Cydor Technologies Ltd."
"233","Cygnet Technologies Inc."
"234","DCA"
"235","DEK Software International"
"236","DIAGSoft"
"237","DVO Enterprises"
"238","Da Vinci Systems Corp."
"239","Dantz Development Corporation"
"24","Academy for Healthcare Education"
"240","Dark Bay Ltd."
"241","Data Base Communications, Inc."
"242","Data Becker"
"243","Data Fellows"
"244","Data Junction Corp."
"245","Data Viz Inc."
"246","DataStorm Technologies Inc"
"247","DataStorm Technologies Inc."
"248","DataTech Software"
"249","DataViz Inc."
"25","Acbel Technologies Inc."
"250","David J. Harrier"
"251","Davidson"
"252","Dazor Manufacturing Corp."
"253","DeLorme corporation"
"254","Defender Pro"
"255","Defenses Information Systems Agency"
"256","Deitel and Deitel"
"257","Dell"
"258","Delphic Oracle Entertainment"
"259","Delrina Technology Inc."
"26","Access Software Inc."
"260","Delta Point Inc."
"261","Deneb Robotics Inc."
"262","Deneba Software"
"263","Department of Commerce"
"264","Department of Defence"
"265","Design Science Inc."
"266","Destineer Studios Inc."
"267","Diamond Computer Systems, Inc."
"268","Diamond Multimedia Inc."
"269","Digital Communications Associates INC."
"27","AccessData"
"270","Digital Equipment Corporation"
"271","Digital Illusions CE AB"
"272","Digital Research Inc."
"273","Digital River"
"274","DigitalPersona"
"275","DigitalSwift Corporation"
"276","Digitalk Inc."
"277","Disney"
"278","Disney Interactive"
"279","Disney/ Pixar"
"28","Acer Communications & Multimedia America Inc."
"280","Donnay Software Designs"
"281","Donohoe Digital"
"282","Dorling Kindersley Ltd."
"283","Doug White"
"284","Dr Solomons Software Inc."
"285","Dragon Systems"
"286","Dream Works Animation L..L.C."
"287","DreamCatcher Interactive Inc."
"288","Duelstar Interactive"
"289","Dynalivery"
"29","ActionTec"
"290","Dynamix Inc."
"291","E-Book Systems Inc."
"292","EA Pogo"
"293","EAGames"
"294","ECMA"
"295","EPS Technologies, Inc."
"296","EPox Computer"
"297","ESET Software"
"298","EXP Computers Inc."
"299","EZ-Drive"
"3","3D Realms Iogo"
"30","Active Education"
"300","EarthQuest Inc."
"301","Earthlink Inc."
"302","Eastman Kodak Company"
"303","Edmark Corporation"
"304","Edward N. Weber"
"305","Eicon Technology Corporation"
"306","Eidos Interactive Inc."
"307","Election Systems & Software"
"308","Electrogig Inc."
"309","Electronic Arts Ltd"
"31","ActiveState Corporation"
"310","Elegant tech Internet Consultant"
"311","Embarcadero Technologies"
"312","Empire Interactive"
"313","Encore Software Inc."
"314","Encyclopedia Britannica"
"315","Enlight"
"316","Ensoniq"
"317","Enterasys Networks"
"318","Enterprise Corporation International"
"319","Entropic Research Labratory Inc."
"32","ActiveX"
"320","Entrust"
"321","321 Studios"
"322","Epic MegaGames Inc."
"323","Epson"
"324","Ericom Software Inc."
"325","Error Free Productions"
"326","Ethan Engineering"
"327","Everex Systems Inc."
"328","Evolution Computing"
"329","Executive Software"
"33","Activision Inc."
"330","Experience In Software, Inc."
"331","Expert Software Inc."
"332","Extensis Inc."
"333","F-Secure Inc."
"334","FBM Software"
"335","FMS, Inc."
"336","FRISK Software Internationa;"
"337","FTP Software Inc."
"338","FWB Software"
"339","Fairfield Language Technologies"
"34","Adaptec Inc."
"340","Farstone"
"341","Fat Cat"
"342","Fauve Software"
"343","Fawcette Technical Publications"
"344","Federal Information Systems Security Educator Assoc."
"345","Fifth Generations Systems Inc."
"346","FileMaker Inc."
"347","FinSys Consultants"
"348","FinePrint Software"
"349","FireFly Studios Ltd."
"35","Addison-Wesley Publishing Company Inc."
"350","First Data Corp"
"351","Fitzco"
"352","Flambeaux Software"
"353","Fluent"
"354","Focus"
"355","Folio Corp."
"356","Fookes Software"
"357","Fore Systems, Inc."
"358","Forensic Technology"
"359","FoundSecure Tech Partners"
"36","Adobe Systems Incorporated"
"360","Fox Interactive"
"361","Fractal Design"
"362","Frame Technology Corporation"
"363","Franklin Covey"
"364","Freeware"
"365","Frog Software"
"366","FrontRange Solutions Inc."
"367","Frontier Technologies Corp."
"368","Future Domain Corp."
"369","Future Publishing"
"37","Adtech Inc."
"370","Future Vision Multimedia Inc."
"371","G7 Productivity Systems"
"372","GMU"
"373","GameHouse Inc."
"374","GameMill"
"375","Gameday Software LLC"
"376","Gartner Group Learning"
"377","Gary Fisher"
"378","Gateway"
"379","Gateway2000"
"38","Advanced Gravis Computer Technology Ltd."
"380","Gathering of Developers"
"381","Gazelle Systems"
"382","Gearbox Software"
"383","Geller Software Laboratories, INC"
"384","GemStone Systems, Inc."
"385","Gemplus"
"386","Giant"
"387","Global Beach"
"388","Global Network Navigator Inc."
"389","Global Star Software"
"39","Advanced Software Technologies"
"390","GlobalSCAPE Inc."
"391","GoAmerica"
"392","GoBack"
"393","Gold Disk Inc."
"394","Graham Software Co."
"395","Graphical Dynamics"
"396","Greenstreet Software"
"397","Greenwhich Mean Time UTA"
"398","Grolier Interactive Inc."
"399","Groove Media Inc."
"3Com","3Com"
"3D Realms","3D Realms Iogo"
"3D Visions","3D Visions"
"3M","3M"
"4","3D Visions"
"40","Advanced Visual Systems"
"400","Guidance Software"
"401","Gupta Technologies Inc."
"402","H&R Block"
"403","HI Tech Expressions"
"404","HSC Software"
"405","Harf Information Technology"
"406","Hasbro Interactive Inc."
"407","Hauppauge Computer Works."
"408","Haven Tree Software"
"409","HeadGames Publishing, Inc"
"41","Aec software"
"410","Headstrong"
"411","Hemera Technologies Inc."
"412","Her Interactive"
"413","Hercules Computer Technology Inc."
"414","Hewlett Packard"
"415","Hibbit Karlsson And Sorensen INC."
"416","Higher Order Software"
"417","Hip Games"
"418","Hitachi Ltd."
"419","Hot Mix"
"42","Agere Systems Inc."
"420","Houghton Mifflin Co."
"421","Houston Instrument"
"422","Hummingbird Communications Ltd."
"423","Humongous Entertainment Inc."
"424","Hycones Information tech"
"425","I-Logix"
"426","I.R.I.S."
"427","IBM Inc."
"428","ICOM Simulations Inc."
"429","ICQ Inc."
"43","Ahead Software AG"
"430","IMSI"
"431","IONA Tecnologies"
"432","IOSS"
"433","IOTech Inc"
"434","IPC"
"435","ISSS Inc."
"436","Id Software Inc."
"437","IdeaSoft"
"438","Ideal"
"439","Ideal link Inc."
"44","Aker Corporation"
"440","Identicator Technology"
"441","Identix"
"442","Illusion Softworks"
"443","Immunalysis"
"444","Impact Software"
"445","Impulse Software Inc."
"446","InMac"
"447","Individual Software Inc."
"448","IndySoft Corporation"
"449","InfoMagic Inc."
"45","Aladdin Systems Inc."
"450","Infocom"
"451","Infogrames"
"452","Infopulse"
"453","Information Assurance Technology Analysis Center"
"454","Information Builder"
"455","Infowave Software Inc."
"456","Ingava.com"
"457","InnerVision"
"458","Innosoft International"
"459","Inprise Co."
"46","Aldus Corporation"
"460","Inset Systems"
"461","Insignia Solutions"
"462","Inso corporation"
"463","Inspiration Software Inc."
"464","InstallShield Software Co."
"465","Intego"
"466","Integrated Inference Machines"
"467","Intel"
"468","Intelligence and Control Services"
"469","Intelligent Automation, Inc."
"47","Alexsys Corporation"
"470","Intelligent Computer Solutions"
"471","Intelliquis"
"472","InterMute"
"473","InterSolv,Inc."
"474","InterVideo"
"475","Interact Commerce Corporation"
"476","Interactive Magic"
"477","Interlogic"
"478","International Publishing Service"
"479","Interplay"
"48","Allaire Corporation"
"480","Intervisual Communications Inc."
"481","Intuit Inc."
"482","Inverse Ink"
"483","Iomega Corporation"
"484","Ipswitch Inc"
"485","Isys/Odyssey Development"
"486","Iterated Systems. Inc"
"487","Ithaca Street Software"
"488","JBIZ Consulting"
"489","JWR Software Solutions Ltd."
"49","Allied Electronics Inc."
"490","Jalapeno"
"491","Jandel Corporation"
"492","Janel Scientific"
"493","Janton"
"494","Jasc Software"
"495","Jaton"
"496","Jeff Prosise"
"497","Jetico  Inc."
"498","Jian Inc."
"499","Johannes Wallroth"
"4Kids Ent","4Kids Entertainment"
"5","3M"
"50","Alpha Software Corp."
"500","Juno"
"5000Ft","5000Ft, Inc."
"501","KIDASA Software"
"502","KL Group Inc."
"503","Keithley Instruments"
"504","Kensington"
"505","Key Systems Corp."
"506","Keynetics"
"507","Kismet Analytic Corp."
"508","Knoppix-std"
"509","Knowledge Adventure Inc."
"51","Aludra Software"
"510","KnowledgePoint"
"511","Konami"
"512","Korenthal Associates Inc."
"513","LYRIQ International Corporation"
"514","Lahey Computer Systems Inc."
"515","Landmark Research International Corporation"
"516","Language Systems Corporation"
"517","LapLink Inc."
"518","Laser Publishing Group"
"519","Laser Station"
"52","Aluria Software"
"520","LaserTools"
"521","Late Night Software Ltd."
"522","Lava Software Pty Ltd."
"523","Layout Ltd."
"524","LeapFrog"
"525","Learning Tree"
"526","Legacy Interactive"
"527","Legato Systems, Inc."
"528","Level Systems International Inc."
"529","Lexias Inc."
"53","Always Technology Corporation"
"530","Lexmark"
"531","Linguists Software, Inc."
"532","Linksys"
"533","Linspire Inc."
"534","Linux"
"535","Linux Format"
"536","LinuxGear Publishing"
"537","Lionhead Studios Inc."
"538","Logic Works"
"539","Logitech"
"54","Amecisco"
"540","Lotus Development Corporation"
"541","LucasArts Entertainment Company LLC."
"542","Lucent Technologies"
"543","Lugaru Software"
"544","Lugaru Software Ltd."
"545","Lynn Peavey Company"
"546","M&T Books"
"547","MAGIX Computer Products"
"548","MARC Software International Inc."
"549","MFactory"
"55","America Online"
"550","MGI"
"551","MICROPROSE"
"552","MIPS Dataline America Inc."
"553","MKS"
"554","MYOB Limited"
"555","Mac Publishing, L.L.C."
"556","MacAcademy and Windows Academy"
"557","MacNeal-Schwendler Corp."
"558","MacWorld"
"559","Macillan USA Inc."
"56","American Business Information"
"560","Macmillan Computer Publishing"
"561","Macromedia Inc."
"562","Macsyma Inc."
"563","Made in Taiwan"
"564","MandrakeSoft"
"565","MapInfo Corporation"
"566","Mares and Company LLC."
"567","Marimba Inc"
"568","Maris Multimedia Ltd."
"569","Markzware"
"57","American Megatrends Inc."
"570","Masque"
"571","MathSoft"
"572","Matrox"
"573","Matterware"
"574","Maverick Software"
"575","Maxim Integrated Products, Inc"
"576","Maxis"
"577","Maxware"
"578","McAfee Inc."
"579","McAfee Software"
"58","American Power Conversion"
"580","McGraw-Hill Companies"
"581","Meade Instruments"
"582","Mechanical Dynamics, Inc."
"583","Media Graphics International"
"584","Media Technologies Limited"
"585","Media Vision"
"586","MediaRecover, LLC"
"587","Mediaware Solutions Pty Ltd."
"588","Medio Multimedia Inc."
"589","Megahertz"
"59","American Small Business Computers Inc."
"590","Meridian Technology Inc."
"591","MetaCreations"
"592","Metatec Co."
"593","Metro Link Inc."
"594","Metrowerks"
"595","MetsanElaimet Production"
"596","Michael Koszenski"
"597","Micrel-Synergy Semiconductor"
"598","Micro Focus Incorporated"
"599","MicroGrafx, Inc."
"6","A-List"
"60","Anawave Software, Inc."
"600","MicroHelp, Inc"
"601","MicroHouse"
"602","Software602 Inc."
"603","MicroPro"
"604","Microcal Software Inc."
"605","Microcom"
"606","Micrographx Inc."
"607","Microids"
"608","Micron Electronics"
"609","Microsoft"
"61","Andyne Computing Limited"
"610","Microsoft Game Studios"
"611","Mijenix Corporation"
"612","Millennium Software LLC"
"613","MindScape"
"614","Minerva"
"615","Mirc Company"
"616","MircoPlot Systems"
"617","Modern Age Books, Inc."
"618","Monolith Productions"
"619","Moonlight Computer Products, Inc."
"62","Anonymizer Inc."
"620","Mortgage Marketing Inc."
"621","Mortice Kern Systems Inc."
"622","Most Significant Bits Inc."
"623","Motorola"
"624","Mouse Systems Corporation"
"625","Mozilla Foundation"
"626","Mr. D. Wilson"
"627","Multimedia 2002 Inc."
"628","Munich perl mongers"
"629","MusicMatch Corporation"
"63","Ansoft HFSS"
"630","My Software Company"
"631","Mystik Media"
"632","N.A.Software Limited"
"633","NCD"
"634","NCR Corp."
"635","NCSA"
"636","NCSL International"
"637","NEC Technologies Inc."
"638","NIJ"
"639","NIST"
"64","AnvilLogic"
"640","NOVAStor Corporation"
"641","NSA"
"642","NVidia"
"643","Napster Inc."
"644","NationWide Mutal Insurance Company"
"645","National Drug Intelligence Center"
"646","National Geographic"
"647","National Instruments"
"648","NeoPlanet Software"
"649","Neowork Inc."
"65","Apian Software"
"650","Net Nanny Software Inc."
"651","NetObjects"
"652","NetSarang Computer Inc."
"653","NetTaxi"
"654","Netgear, Inc."
"655","Netscape Communication Corporation"
"656","Network Associates"
"657","Network Box"
"658","Network Peripherals Inc."
"659","Neuro Dimension Inc."
"66","Apogee Software"
"660","Nevrona Designs, Inc."
"661","New Riders Publishing"
"662","New Vision Technologies Inc."
"663","NewTech Infosystems Inc."
"664","Newton"
"665","Next Step Publishing"
"666","Nico Mak Computing Inc."
"667","Nicolas Stark Computing AB"
"668","Nine Dragons Software"
"669","Nolo"
"67","Apple Computer Inc."
"670","Nortel Networks"
"671","North American Business Systems inc."
"672","NorthGate Computer Systems, Inc."
"673","Nova Development Corporation"
"674","Novell Applications Group"
"675","Novell Inc."
"676","Now Software"
"677","NuMega Technologies Inc."
"678","NuSphere Corporation"
"679","Nullsoft Inc."
"68","Applied Biosystems"
"680","Number Nine"
"681","Number Nine Technology"
"682","Numerical Algorithms Group Inc."
"683","OReilly and Associates"
"684","Oasis Blue Production"
"685","Object World Inc."
"686","Omega Multimedia Inc."
"687","Omniplex Limited"
"688","On Hand Software Inc."
"689","On Technology Inc."
"69","Apricorn"
"690","Ontrack"
"691","Opt-Tech Data Processing"
"692","Optimum Resource Inc."
"693","Optiquest,Inc."
"694","Optisys"
"695","OrCAD Inc."
"696","Oracle"
"697","Orange Micro Inc."
"698","Orbisoft"
"699","Orchid Technology"
"7","ABBY Software Ltd."
"70","Arabesque Software Inc."
"700","Orenburg Resources, Inc."
"701","Origin"
"702","Orinoco"
"703","Orion Development Corp."
"704","Orologic Inc."
"705","Osborne"
"706","Out Of The Blue Software"
"707","Ozarks West Software Inc."
"708","PC Scientific Inc."
"709","PC Treasures Inc."
"71","AramediA Group"
"710","PC Utilities"
"711","PC-Kwik Co."
"712","PCQuik-Art"
"713","PCSecurityShield"
"714","PGP, Inc."
"715","PH Henning"
"716","PHD Inc."
"717","PK Ware Inc."
"718","Pacific CommWare"
"719","Pacific Data Products"
"72","ArborNetworks"
"720","Palm Computing"
"721","PaloAlto Software"
"722","Panasonic"
"723","Panda Software"
"724","Pandemic Studios LLC"
"725","PanicWare Incorporated"
"726","Pantera"
"727","PanteraSoft"
"728","Paraben Corporation"
"729","Paradise Systems, Inc."
"73","ArcSoft"
"730","Paradox Interactive Inc."
"731","Paragon Software"
"732","Parametric Technology Copropration"
"733","ParcPlace"
"734","Parsons Technology"
"735","Paul Chen"
"736","Peachtree Software Inc."
"737","Pearson Education, Inc."
"738","Pelican Security Inc."
"739","PelicanWare, Inc."
"74","Arcada Software"
"740","Pellenc Software"
"741","Penumbra Software"
"742","Personal Computing Tools"
"743","Personal TEX Inc."
"744","Peter Nortons Computing, Inc."
"745","Phantom"
"746","Phar Lap Software Inc"
"747","Philips"
"748","Phoenix"
"749","Phoenix Computer Products, Inc."
"75","Arkose Software"
"750","Phoenix Games Ltd."
"751","PictureTel Corporation"
"752","PictureWorks Technology Inc."
"753","Pinnacle Systems"
"754","Pinpoint"
"755","Pioneer Electronic Corp."
"756","Platinum Technology"
"757","Plextor"
"758","Plimus Inc"
"759","Plummer Information Systems"
"76","Art, Inc."
"760","Plus Development Corp."
"761","Pocket Soft"
"762","Polhemus Inc."
"763","Portfolio Software Inc."
"764","Power"
"765","Power Up Software Corporation"
"766","PowerQuest Coperation"
"767","PowerSoft Corp."
"768","PowerSoft Enterprises"
"769","Practical Peripherals Inc."
"77","Artis"
"770","Prentice-Hall, Inc."
"771","Presidio Software"
"772","Pro One"
"773","Pro Venture"
"774","Prodigy Internet"
"775","Promontory Systems Inc."
"776","Proximity"
"777","Psygnosis Ltd."
"778","Purelink"
"779","Purple Moon"
"78","Artisoft Inc."
"780","Puzzlex Ltd."
"781","Pyro Studios"
"782","Qaplus Diagnostics"
"783","Quadralay Corp."
"784","Qualcomm Inc."
"785","Quark Technology Partnership"
"786","Quarterdeck Corporation"
"787","Que Corporation"
"788","QuickNet Technologies"
"789","Quicksoft, Inc"
"79","Artworx Software Company Inc."
"790","Qwerks"
"791","R&D Books"
"792","R&O, The Repository Company"
"793","ROM MAN Technologies"
"794","RSA Security"
"795","RTsoft"
"796","Radcom"
"797","Radiance Software"
"798","Radiate Inc."
"799","Rand McNally & Company"
"8","ABIT"
"80","Arup"
"800","Rational Software Corp."
"801","Raytown Corporation LLC"
"802","Real Software Inc."
"803","RealNetworks Inc."
"804","Red Hat Software Inc."
"805","Red Orb"
"806","Red Storm Entertainment"
"807","Reference Software International"
"808","Remedy Corp."
"809","Rene-Gilles Deberdt"
"81","Asante Technologies, Inc."
"810","Research"
"811","Research Software Design"
"812","Research Systems Inc."
"813","Revelation Technologies"
"814","Rhino Software Inc."
"815","Ritual Entertainment"
"816","Riverdeep"
"817","Roaring Mouse Entertainment,Inc."
"818","Rockstar Games"
"819","Rocky Mountain Systems"
"82","Ashampoo Inc."
"820","Rodime Systems"
"821","RogueWave Software"
"822","Ronny Webster"
"823","RonsWare"
"824","Ross Technology Inc."
"825","Roxio Inc."
"826","Ryan McFarland"
"827","S4Software,Inc."
"828","SAF Link Corporation"
"829","SANS"
"83","Ashton-Tate"
"830","SIIG"
"831","SMC"
"832","SPI Dynamics"
"833","STB Systems"
"834","SUNFLOWERS Interactive Software GmbH"
"835","Sacramento Valley Hi-Tech Crimes Task Force"
"836","Safetynet, inc"
"837","Sams Publishing"
"838","Samsung Electronics"
"839","Sanderson Forensics"
"84","Assembler Software"
"840","Sausage Software Pty Ltd."
"841","Sayett Technology"
"842","ScanSoft Inc."
"843","Scholastic"
"844","School Zone Publishing Company"
"845","Scriptics Corp."
"846","Sea"
"847","Seagate Technology Inc."
"848","Sean OConner"
"849","Secure Computing"
"85","Association for Computing Machinery"
"850","Select Soft Publishing"
"851","Sequoia"
"852","Serif"
"853","Service Stratagies Inc."
"854","ServiceWare Technologies Inc."
"855","Servlet Inc."
"856","SetgoArchive.com"
"857","Sevensteps Inc."
"858","Shareit! Inc."
"859","Shareware"
"86","AstraWare"
"860","Shiny Entertainment Inc."
"861","SiSoft Software"
"862","Sierra Home"
"863","Sierra Inc."
"864","Sigma Pi Design"
"865","Silanis Technology Inc."
"866","Silcon Graphics Inc."
"867","Silver Star Publishing"
"868","Silver Stream"
"869","Simple Media Inc."
"87","AsusTek Computer Inc."
"870","Skibby Soft"
"871","Smart Saver"
"872","SmartDraw"
"873","SmithMicro Software"
"874","Soft Logic Soluions"
"875","Soft-Art Inc."
"876","SoftKey Multimedia Inc."
"877","SoftPress Systems Limited"
"878","SoftQuad Software"
"879","SoftSolutions"
"88","Asymetrix Corporation"
"880","Softmart"
"881","Softronics"
"882","Software Artistry"
"883","Software Dynamics Inc."
"884","Software Garden"
"885","Software Publishing Corporation"
"886","Software Quality Automation"
"887","Software Solutions"
"888","Software Spectrum"
"889","Software Technology Support Center"
"89","At Ease Computing, Inc"
"890","Software Toolworks Inc."
"891","Software602 Inc."
"892","Softway Development Associates"
"893","Softwire Technology LLC"
"894","Solution Systems"
"895","Somarsoft, Inc."
"896","Sonic Foundry Inc."
"897","Sonic Solutions"
"898","Sony"
"899","Sony Online Entertainment Inc."
"9","ACD Systems Ltd."
"90","AtLast! Software Inc"
"900","Sorcim Corporation"
"901","Southeast Cybercrime Summit"
"902","Specialized Systems Consultants Inc."
"903","SpectorSoft"
"904","Spectrum HoloByte Inc"
"905","SpeedBit"
"906","Sprint"
"907","Spry Inc."
"908","Spyglass"
"909","Square Enix Co. LTD"
"91","Atari"
"910","Stac Electronics"
"911","Stae of the Art Accounting Software"
"912","Stamps.com"
"913","Star Power"
"914","Stellent Inc."
"915","Sterling"
"916","Sterling Castle Inc."
"917","Stevenson Technical Services Inc."
"918","Stiearc Systems Pty Ltd."
"919","Stomp Inc."
"92","Atlas"
"920","StompSoft"
"921","StorageSoft Inc."
"922","Strategy First Inc."
"923","StratosWare Corporation"
"924","SuSE Inc."
"925","SummitSoft Productivity"
"926","Sun Microsystems"
"927","Sun Moon Star"
"928","Sun Soft"
"929","Sunrise Telecom Inc."
"93","Atlas Business Solutions Inc."
"930","Sunset Direct Inc."
"931","Sunstrom Interactive Inc."
"932","SurfControl"
"933","Swan Technologies"
"934","Swfte International Ltd."
"935","Swift Platinum"
"936","Sybari Software, Inc."
"937","Sybase Inc."
"938","Sybex"
"939","Symantec"
"94","Attachmate Corp."
"940","Symbiosis Technologies"
"941","Synergy Software"
"942","TCI Software Research"
"943","TCSC"
"944","TDK Electronics Corp."
"945","TGS Inc."
"946","THQ"
"947","TLC Education Properties"
"948","TM & Warner Bros. Entertainment Inc."
"949","Targus"
"95","Austin-Hayne Corporation"
"950","Team17"
"951","TeamQuest Corp."
"952","Technology Pathways"
"953","Tektronix Inc."
"954","Teledyne"
"955","Telelogic"
"956","Tenebril Incorporated"
"957","Terra Soft Solutions"
"958","Texplorators Corporation"
"959","The Adventure Company"
"96","Autodesk"
"960","The Display Technology Company"
"961","The Internet Forms Co."
"962","The Lasers Edge"
"963","The Learning Company Inc."
"964","The Linux Magazine"
"965","The MathWorks"
"966","The Omni Group"
"967","The Santa Cruz Operation"
"968","The Software Toolworks"
"969","The Training Co."
"97","Autumn Hill Software"
"970","Thompson"
"971","Thursby Software"
"972","TimeSys Corp."
"973","Timeslips Corp."
"974","Timothy L. Hirtle"
"975","Tivola Publishing"
"976","Tivoli"
"977","Todd Climenhage"
