"MfgCode","MfgName"
"NetworkComp","Network Computing Devices, Inc."
"NetworkEngines","Network Engines, Inc."
"Neuro","Neuro Dimension Inc."
"Nevrona","Nevrona Designs, Inc."
"New Vision","New Vision Technologies Inc."
"NewRiders","New Riders Publishing"
"NewTech","NewTech Infosystems Inc."
"Newton","Newton"
"Nico","Nico Mak Computing Inc."
"Nicolas","Nicolas Stark Computing AB"
"Nine Dragons","Nine Dragons Software"
"Nine","Number Nine"
"Nist-Afiwc","AFIWC / NIST"
"Nolo","Nolo"
"Nortel","Nortel Networks"
"North America","North American Business Systems inc."
"Northgate","NorthGate Computer Systems, Inc."
"Nov","Novell Inc."
"Nova","Nova Development Corporation"
"NovaStor","NOVAStor Corporation"
"Novatel","Novatel Wireless Inc"
"Novell","Novell Applications Group"
"Now","Now Software"
"NuMega","NuMega Technologies Inc."
"NuSphere","NuSphere Corporation"
"Nuance","Nuance"
"Nullsoft","Nullsoft Inc."
"NumberNine","Number Nine Technology"
"ORA","OReilly and Associates"
"OTHER","OTHER"
"Oasis Blue","Oasis Blue Production"
"Object","Object World Inc."
"Omniplex","Omniplex Limited"
"OnDemand","On Demand Interactive Learning"
"OnHand","On Hand Software Inc."
"OnOne Software","OnOne Software"
"OnStream, Inc","OnStream, Inc."
"OnTech","On Technology Inc."
"Ontrack","Ontrack"
"OptT","Opt-Tech Data Processing"
"Optimum","Optimum Resource Inc."
"Optiquest","Optiquest,Inc."
"Optisys","Optisys"
"Oracle","Oracle"
"Orange","Orange Micro Inc."
"Orbisoft","Orbisoft"
"Orchid","Orchid Technology"
"Oren","Orenburg Resources, Inc."
"Origin","Origin"
"Orinoco","Orinoco"
"Orion Corp","Orion Development Corp."
"Orologic","Orologic Inc."
"Ounce","Ounce Labs"
"OutOfTheBlue","Out Of The Blue Software"
"Ozarks","Ozarks West Software Inc."
"PARAMETRIC","Parametric Technology Copropration"
"PC Tools","PC Tools Software"
"PC Treasures","PC Treasures Inc."
"PC","PC Scientific Inc."
"PCKwik","PC-Kwik Co."
"PCQuik","PCQuik-Art"
"PCSecurity","PCSecurityShield"
"PCSupportGroup","Information Technology Laboratory"
"PCUTIL","PC Utilities"
"PEOPLEPC","PeoplePC Inc."
"PGIWorkstation","PGI Workstation 3.1"
"PH","PH Henning"
"PHATEFX","Phantom EFX Inc."
"PIXAR","PIXAR Animation Studios"
"PK Ware","PK Ware Inc."
"PNYTechnologies","PNY Technologies Inc."
"PNorton","Peter Nortons Computing, Inc."
"PROOne","Pro One"
"PSFT","PowerSoft Corp."
"Pacific","Pacific Data Products"
"PacificCommWare","Pacific CommWare"
"Palm","Palm Computing"
"PaloAlto","PaloAlto Software"
"Panasonic","Panasonic"
"PandaSoftware","Panda Software"
"Pandemic","Pandemic Studios LLC"
"PanicWare","PanicWare Incorporated"
"Pantera","Pantera"
"PanteraSoft","PanteraSoft"
"Paraben","Paraben Corporation"
"Paradisw","Paradise Systems, Inc."
"Paradox","Paradox Interactive Inc."
"Paragon","Paragon Software"
"Parallels, Inc.","Parallels, Inc."
"Parc","ParcPlace"
"Parsons","Parsons Technology"
"Patchlink","Patchlink"
"Paul","Paul Chen"
"Peachtree","Peachtree Software Inc."
"Pearson","Pearson Education, Inc."
"Pelican","Pelican Security Inc."
"PelicanWare","PelicanWare, Inc."
"Pellenc","Pellenc Software"
"Pen","Penumbra Software"
"Personal","Personal Computing Tools"
"PersonalHistori","Personal Historian"
"PersonalTEX","Personal TEX Inc."
"Pgp","PGP, Inc."
"Phantom","Phantom"
"Phar Lap","Phar Lap Software Inc"
"Philips","Philips"
"Phoenix Ltd","Phoenix"
"Phoenix","Phoenix Computer Products, Inc."
"PhonexGame","Phoenix Games Ltd."
"PhotoWorks","PhotoWorks"
"Photon Comp","Photon Computer Services"
"Picture","PictureWorks Technology Inc."
"PictureTel","PictureTel Corporation"
"Pinnacle","Pinnacle Systems"
"Pinpoint","Pinpoint"
"Pioneer","Pioneer Electronic Corp."
"PlantWidMedi","Planet Wide Media"
"Platinum Tech","Platinum Technology"
"PlayInc","Play Incorporated"
"Plextor","Plextor"
"Plimus","Plimus Inc"
"Plummer","Plummer Information Systems"
"PlusCorp","Plus Development Corp."
"Pluto","Pluto 13 GmbH"
"PocketSoft","Pocket Soft"
"Polhemus","Polhemus Inc."
"Portfolio","Portfolio Software Inc."
"Portola","Portola Dimensional Systems"
"Portrait disp.","Portrait Displays, Inc"
"Power Up","Power Up Software Corporation"
"Power","Power"
"PowerOn","Power On Software, Inc."
"PowerQuest","PowerQuest Coperation"
"Powersoft","PowerSoft Enterprises"
"Practical","Practical Peripherals Inc."
"PremiumSoft","PremiumSoft Cybertech Ltd."
"Prentice","Prentice-Hall, Inc."
"Presidio","Presidio Software"
"Primavera","Primavera"
"Pro Venture","Pro Venture"
"Procomm","DataStorm Technologies Inc"
"Prodigy","Prodigy Internet"
"Promontory","Promontory Systems Inc."
"Prosoft","Prosoft Engineering, Inc"
"Proxim","Proxim Corporation"
"Proximity","Proximity"
"Psygnosis","Psygnosis Ltd."
"Punch Software","Punch Software LLC"
"Purelink","Purelink"
"Purple","Purple Moon"
"Puzzlex","Puzzlex Ltd."
"Pyro","Pyro Studios"
"Qaplus","Qaplus Diagnostics"
"Quad","Quadralay Corp."
"Qualcomm","Qualcomm Inc."
"Quantum","Quantum Corporation"
"Quark Tec","Quark Technology Partnership"
"Quarterdeck","Quarterdeck Corporation"
"Que","Que Corporation"
"QuestSoftware","Quest Software"
"QuickNet","QuickNet Technologies"
"Quicken","Quicken"
"Quicksoft","Quicksoft, Inc"
"Qwerks","Qwerks"
"R&D","R&D Books"
"R&O","R&O, The Repository Company"
"RCN","RCN Corporation"
"RFF Electronics","RFF Electronics"
"ROM MAN","ROM MAN Technologies"
"RSA","RSA Security"
"RSI","Research Systems Inc."
"RTsoft","RTsoft"
"RYAN","Ryan McFarland"
"Radcom","Radcom"
"Radiance","Radiance Software"
"Radiate","Radiate Inc."
"Radius","Radius Inc."
"Rand McNally","Rand McNally & Company"
"Rational SW ","Rational Software Corporation"
"Rational","Rational Software Corp."
"RayTown","Raytown Corporation LLC"
"Real 3D, Inc","Real 3D Inc"
"Real","RealNetworks Inc."
"RealSoftware","Real Software Inc."
"Red Hat","Red Hat Software Inc."
"RedMile","RedMile Entertainment"
"RedOrb","Red Orb"
"RedStrom","Red Storm Entertainment"
"RefViz","RefViz"
"Reference","Reference Software International"
"Remedy","Remedy Corp."
"Rene-Gilles","Rene-Gilles Deberdt"
"Research","Research Software Design"
"ResearchIN","Research"
"RevelationTech","Revelation Technologies"
"Rhino","Rhino Software Inc."
"Ring Zero Sys","Ring Zero Systems, Inc."
"Ritual Ent","Ritual Entertainment"
"RiverD","Riverdeep"
"Roaring","Roaring Mouse Entertainment,Inc."
"Rockstar Games","Rockstar Games"
"Rocky","Rocky Mountain Systems"
"Rodime","Rodime Systems"
"RogueWave","RogueWave Software"
"Ronny","Ronny Webster"
"RonsWare","RonsWare"
"RootMagic","RootMagic"
"RosettaStone","RosettaStone"
"Ross","Ross Technology Inc."
"Roxio","Roxio Inc."
"Rufenacht","Rufenacht Innovative"
"S4S","S4Software,Inc."
"SAF Link Corp","SAF Link Corporation"
"SANS","SANS"
"SBA","US Small Bussiness Administration"
"SCEPA","Sony Computer Entertainment America Inc."
"SCO","The Santa Cruz Operation"
"SCS","Southeast Cybercrime Summit"
"SDI","Software Dynamics Inc."
"SIIG","SIIG"
"SIMBIN","SIMBIN Development Team AB"
"SMC","SMC"
"SOFTWIN","SOFTWIN"
"SPC","Software Publishing Corporation"
"SPI","SPI Dynamics"
"SQA","Software Quality Automation"
"SQLDelta","SQLDelta"
"SSHTectia","SSH Tectia"
"SSi","Service Stratagies Inc."
"SSoft","Select Soft Publishing"
"STREKOGRAPHICS","STREKOGRAPHICS"
"STSC","Software Technology Support Center"
"SUNSOFT","Sun Soft"
"SYM","Symantec"
"SYNGRS","Syngress"
"SacVallHighTech","Sacramento Valley Hi-Tech Crimes Task Force"
"Safend","Safend Ltd."
"Safetynet","Safetynet, inc"
"Sage","Sage Software"
"Salford","Salford Software Ltd"
"Sams","Sams Publishing"
"Samsung Elec","Samsung Electronics"
"SanDisk Corp","SanDisk Corporation"
"SandFor","Sanderson Forensics"
"Sandstorm","Sandstorm Enterprizes"
"Sayett Tech","Sayett Technology"
"ScanSoft","ScanSoft Inc."
"Scholastic","Scholastic"
"SchoolHouseTech","SchoolHouse Technologies"
"SchoolZone","School Zone Publishing Company"
"Scriptics","Scriptics Corp."
"Sea","Sea"
"Seagate","Seagate Technology Inc."
"Sean","Sean OConner"
"Secure Comp","Secure Computing"
"Sega","Sega"
"Segue","Segue Software Inc."
"SejoongNamo","SejoongNamo tour Co Ltd"
"Sequoia","Sequoia"
"Serif","Serif"
"ServiceWare","ServiceWare Technologies Inc."
"Servlet","Servlet Inc."
"Sevensteps","Sevensteps Inc."
"Shareit!","Shareit! Inc."
"Shareware","Shareware"
"Shavlik","Shavlik"
"Shiny","Shiny Entertainment Inc."
"Shuttle","Shuttle"
"SiSoft","SiSoft Software"
"Siber Systems","Siber systems"
"Sierra","Sierra Inc."
"SierraEnt","Sierra Entertainment, Inc."
"SierraH","Sierra Home"
"Sigma","Sigma Pi Design"
"Silanis","Silanis Technology Inc."
"Silicon","Silcon Graphics Inc."
"Silv","Silver Star Publishing"
"SilverStream","Silver Stream"
"Simbin Studios ","Simbin Studios"
"SimpleMedia","Simple Media Inc."
"Skibby","Skibby Soft"
"SkillsBank Corp","SkillsBank Corp"
"SlackwareLinux","Slackware Linux Inc."
"SmallBusiness","American Small Business Computers Inc."
"SmartCardAlly","Smart Card Alliance"
"SmartDraw","SmartDraw"
"SmartSaver","Smart Saver"
"SmithMicro","SmithMicro Software"
"Soft Logic","Soft Logic Soluions"
"SoftArt","Soft-Art Inc."
"SoftKey","SoftKey Multimedia Inc."
"SoftKeyIntl","SoftKey International Inc"
"SoftMackiev","Software Mackiev"
"SoftPress","SoftPress Systems Limited"
"SoftQuad","SoftQuad Software"
"SoftS","SoftSolutions"
"SoftSpectrum","Software Spectrum"
"Softmart","Softmart"
"Softtronics","Softronics"
"Software Garden","Software Garden"
"Software Integr","Software Integrators, Inc."
"Software Tool","Software Toolworks Inc."
"SoftwareArt","Software Artistry"
"SoftwareSolutio","Software Solutions"
"SoftwareTech","Software Technologies Ltd"
"Softway","Softway Development Associates"
"Softwire","Softwire Technology LLC"
"SolidWorks","Solid Works Corporation"
"Solution","Solution Systems"
"Somarsoft","Somarsoft, Inc."
"Sonic Foundry","Sonic Foundry Inc."
"Sonic","Sonic Solutions"
"Sony","Sony"
"SonyOnline","Sony Online Entertainment Inc."
"Sorcim","Sorcim Corporation"
"Soundsoure","Sound Source Interactive Inc"
"SourceTec","SourceTec Software Co."
"SouthPeak","SouthPeak Games"
"Special","Specialized Systems Consultants Inc."
"Spectorsoft","SpectorSoft"
"Spectrum","Spectrum HoloByte Inc"
"SpeedBit","SpeedBit"
"SpeedSkin","SpeedSkin LLC"
"Springer-Verlag","Springer-Verlag Berlin Heidelberg"
"Springhouse Cor","Springhouse Corporation"
"Sprint","Sprint"
"Spry","Spry Inc."
"Spyglass","Spyglass"
"Square","Square Enix Co. LTD"
"Stac","Stac Electronics"
"Stamp","Stamps.com"
"Star Power","Star Power"
"StarDivision","Star Division"
"Stardock","Stardock Entertainment, Inc."
"State","Stae of the Art Accounting Software"
"Stealth3D","Diamond Multimedia Inc."
"StegoArchive","SetgoArchive.com"
"Stellent","Stellent Inc."
"StepWare, Inc","StepWare, Inc"
"Sterling","Sterling Castle Inc."
"SterlingSilver","Sterling"
"Stevenson","Stevenson Technical Services Inc."
"Stiearc","Stiearc Systems Pty Ltd."
"Stomp","Stomp Inc."
"StompSoft","StompSoft"
"StorageSoft","StorageSoft Inc."
"StrategyF","Strategy First Inc."
"StratosWare","StratosWare Corporation"
"SubRosaSoft","SubRosaSoft.com"
"SummitSoft","SummitSoft Productivity"
"Sun Microsystem","Sun Microsystems"
"SunMoonStar","Sun Moon Star"
"Sunbelt Softwar","Sunbelt software"
"Sunflower","SUNFLOWERS Interactive Software GmbH"
"Sunrise","Sunrise Telecom Inc."
"Sunset","Sunset Direct Inc."
"Sunstrom","Sunstrom Interactive Inc."
"SurfControl","SurfControl"
"Suse","SuSE Inc."
"Susteen","Susteen, Inc."
"Swan Tech","Swan Technologies"
"Swfte","Swfte International Ltd."
"Swift","Swift Platinum"
"Sybari","Sybari Software, Inc."
"Sybase","Sybase Inc."
"Sybex","Sybex"
"Symbiosis","Symbiosis Technologies"
"SysTest","SysTest Labs"
"T/Maker","T/Maker Company"
"TCI","TCI Software Research"
"TCSC","TCSC"
"TDK","TDK Electronics Corp."
"TGS","TGS Inc."
"THQ","THQ"
"TLC","TLC Education Properties"
"TLE","The Lasers Edge"
"TMWD","TMWD"
"TOS","Toshiba"
"TPathways","Technology Pathways"
"TRIPP Lite","TRIPP Lite"
"TYPINGMASTER","TYPINGMASTER"
"Taiwan","Made in Taiwan"
"TakeTwo","Take Two Interactive Software"
"Targus","Targus"
"TastyBytes Soft","TastyBytes Software, Inc."
"TeachingCompany","Teaching Company"
"Team17","Team17"
"TeamQuest","TeamQuest Corp."
"TechSmith","TechSmith"
"Tektronix","Tektronix Inc."
"Teledyne","Teledyne"
"Telelogic","Telelogic"
"Tenable Network","Tenable Network Security"
"TeraTech","TeraTech Inc."
"TerraSoft","Terra Soft Solutions"
"Tex","Texplorators Corporation"
"TextHelp","TextHelp Systems Ltd"
"The Display...","The Display Technology Company"
"The Game Factor","The Game Factory"
"The Gen Network","The Generation Network"
"The Omni","The Omni Group"
"TheAdventureCom","The Adventure Company"
"TheLinuxMag","The Linux Magazine"
"ThePortlandGrp","The Portland Group Inc."
"Thompson","Thompson"
"Thomson","Thomson ResearchSoft"
"Thursby","Thursby Software"
"Tim","Timothy L. Hirtle"
"TimeSys","TimeSys Corp."
"Timeslips","Timeslips Corp."
"Tiscali","Tiscali UK Ltd."
"Tivola","Tivola Publishing"
"Tivoli","Tivoli"
"Tolly","Tolly Group"
"Toolworks","The Software Toolworks"
"Topic","Topics Entertainment"
"TouchStone","TouchStone Software Corporation"
"Tracker","Tracker Software Products"
"TradeTouch","TradeTouch.com inc."
"Tran","Transcend Information Inc."
"TransSoft","TransSoft Ltd."
"Transparent","Transparent Language"
"Traveling","Traveling Software"
"Tree","TreeCardGames.com"
"Trellix","Trellix Corporation"
"Trend","Trend Micro Inc."
"TriMetrix","TriMetrix"
"Trident","Trident"
"Trinigy","Trinigy"
"Tripwire","Tripwire"
"TrueBASIC","TrueBASIC"
"Truedox","Truedox Technology Corporation"
"Tryllian","Tryllian B.V."
"Turbine","Turbine Inc."
"TurboLinux","TurboLinux, Inc."
"Turtle Beach","Turtle Beach"
"Tvl","Traveling Software, Inc."
"Twelve","Twelve Tone Systems"
"Tyan","Tyan Computer Corporation"
"Type","Typeright Software"
"US Robotics","US Robotics"
"USArmy","US Army"
"Ubisoft","Ubisoft"
"Ulead","Ulead Systems"
"Uniblue","Uniblue"
"University","University"
"Unknown","Unknown"
"Unreal","Unreal Visions"
"V-One Corp","V-One Corporation"
"VA LINUX","VA LINUX Systems"
"VBXTRAS","VBxtras"
"VCOM","V Communications Inc."
"VCR","VCR Inc."
"VCampus Corp","VCampus Corporation"
"VERITAS","VERITAS Software"
"VG","V_Graph Inc."
"VMWare","VMWare"
"VNU","VNU Business Publications"
"VOGON","Vogo "
"VOTEHERE","VoteHere"
"VPI","Virtual Photonic Inc."
"VST Tech","VST Tech"
"VSTEP","VSTEP"
"VTC","VTC"
"Valadeo","Valadeo Technologies"
"ValuSoft","ValuSoft"
"Value Corp","Value Corporation"
"ValveCorp","Valve Corporation"
"Vectrix","Vectrix Business Solutions Inc."
"Velocity","Velociy Development"
"Ventana","Ventana Communications Group"
"Verbatim","Verbatim"
"Verisign","VeriSign"
"VerizonWireless","Verizon Wireless"
"Vertisoft","Vertisoft Systems Inc."
"ViaCrypt","ViaCrypt"
"Viacom","Viacom International Inc."
"Viasoft","Viasoft"
"ViewPoint","ViewPoint DataLabs"
"ViewSonic","ViewSonic Corporation"
"Virgin Games","Virgin Games"
"Virgin Master..","Virgin Mastertronic"
"Virgin","Virgin Enterprises Ltd"
"Virtools","Virtools"
"Virtus","Virtus Corporation"
"Visicom","Visicom Media"
"Visio","Visio Corporation"
"Vision Ware","Vision Ware Limited"
"VisionTek","VisionTek"
"Visioneer","Visioneer"
"Visix","Visix Software Inc"
"Vista Imaging","Vista Imaging Incorporated"
"Visual Engine","Visual Engineering Inc."
"Visual Numerics","Visual Numerics Inc."
"VitalSigns","VitalSigns Software Inc."
"Viva","Viva Media, LLC."
"Vivendi games","Vivendi Universal Games"
"Vlad","Vlad Pambucol"
"VogonInterl","Vogon International"
"Voyetra","Voyetra Turtle Beach, Inc."
"W.H. Freeman","W.H. Freeman and Company"
"WATCOM","WATCOM International Corp."
"WECA","WECA"
"WINGEAR","Wingear"
"WMS","Waterloo Maple Software"
"WOMGames","Word of Mouse Games"
"WPine","WhitePine"
"WR&Q","Walker"
"Wacom","Wacom Co. Ltd."
"Waite","Waite Group, Inc."
"WalkerRicher","Walker Richer & Quinn, Inc."
"Wall","Wall Data Inc."
"Walnut Creek","Walnut Creek"
"Warner","TM & Warner Bros. Entertainment Inc."
"WaterGate","WaterGate Software"
"WebGain","WebGain Inc."
"WebRoot","WebRoot"
"Websense","Websense, Inc."
"Weekly Reader","Weekly Reader"
"Wendell","Wendell Hicken"
"West","West Group"
"WestBridge","WestBridge Technology"
"Western","Western Digital Corporation"
"Wetstonetech","WetStone Technologies Inc"
"WhiteCanyon Inc","WhiteCanyon Inc"
"WideAngleSoft","Wide Angle Software Ltd."
"Wiley","Wiley Publishing, Inc"
"Wilson","Mr. D. Wilson"
"Winzip","Win Zip"
"WiseSolutions","Wise Solutions"
"Wizardware","Wizardware"
"Wizardworks","Wizardworks"
"Wizdom","Wizdom Systems Inc"
"Wolfram","Wolfram Research Inc."
"Wolverine SW ","Wolverine Software Corp"
"WordPerfect","WordPerfect Corporation"
"WordStar","Wordstar International Inc."
"WorkingModel","Working Model, Inc."
"WorldBook","World Book.inc"
"Write","Write Brothers Inc."
"Wyle","Wyle Laboratories"
"XELE","Xelerate Software Inc."
"XEROX","XEROX"
"XML","XML"
"XS","XS Games LLC"
"XVT","XVT Software Inc."
"Xandros, Inc","Xandros, Inc"
"Xedex","Xedex Corporation"
"Xilinx","Xilinx Inc."
"Xiotech","Xiotech"
"Xircom","Xircom"
"Xitel Pty Limit","Xitel Pty Limited"
"Xylan","Xylan Corporation"
"Yamaha","Yamaha"
"York","York Graphic Services Inc."
"ZG","ZG Financial Corp"
"Zane","Zane Publishing, Inc."
"Zcode","Z-Code Software"
"Zeos","Zeos International Ltd."
"Ziata!","Ziata! Solutions LLC"
"Ziff","Ziff-Davis Publishing Company L.P."
"Zone","Zone Labs Inc."
"ana","Anawave Software, Inc."
"ancestryCom","ancestry.com"
"arush","arush Entertainment"
"bak","BakBone Software"
"basf","BASF"
"cake","Cakewalk"
"ctl","Creative Technologies Ltd."
"cyberresearch","CyberResearch Inc."
"digitalPersona","DigitalPersona"
"digitalk","Digitalk Inc."
"dtp entrmnt","dtp entertainment"
"e frontier","e frontier"
"e-on","e-on software"
"eGames","eGames"
"eMedia","eMedia"
"edmz","eDMZ"
"ekton","ektron"
"eps","EPS Technologies, Inc."
"gg","Got Game Entertainment LLC"
"gitcorp","Grapic Imaging Technology Inc"
"gobesoftware","gobesoftware"
"iMagic","Interactive Magic"
"iNetPrivacy","iNetPrivacy Software"
"iPlanet","iPlanet"
"infoUSA","infoUSA Inc."
"iolo","iolo Technologies"
"linksys","Linksys"
"lyndacom","lynda.com"
"massiveMag","Massive Magazine"
"mathtype","mathtype"
"netForensics","netForensics, Inc."
"netViz Corp","netViz Corporation"
"omega","Omega Multimedia Inc."
"orcad","OrCAD Inc."
"osb","Osborne"
"passlogix","passlogix"
"phd","PHD Inc."
"plasq","plasq"
"stb","STB Systems"
"syn","Synergy Software"
"tene","Tenebril Incorporated"
"transom","Transom Technologies, Inc."
"ttco","The Training Co."
"ubi","UBI Soft Entertainment"
"viagrafix","ViaGrafix"
"whirl","Whirlwind Software"
"wizards coast","wizards coast"
"wrq","WRQ"
